"Habitat","Species","Historical land use","IndVal.g","p.value"
"Dry grasslands","Galeopsis tetrahit aggr.","Arable land",0.0293,0.893
"Dry grasslands","Galium album","Forest",0.1607,0.062
"Dry grasslands","Galium aparine","Settlement",0.2912,0.002
"Dry grasslands","Galium austriacum","Forest",0.0616,0.392
"Dry grasslands","Galium boreale","Grassland",0.1421,0.098
"Dry grasslands","Galium glaucum","Settlement",0.3001,0.015
"Dry grasslands","Galium lucidum","Permanent crop",0.0485,0.187
"Dry grasslands","Galium mollugo aggr.","Forest",0.2637,0.038
"Dry grasslands","Galium odoratum","Grassland",0.0233,1
"Dry grasslands","Galium pumilum","Grassland",0.0847,0.981
"Dry grasslands","Galium rubioides","Forest",0.061,0.067
"Dry grasslands","Galium saxatile","Forest",0.0868,0.08
"Dry grasslands","Galium spurium","Permanent crop",0.0598,0.159
"Dry grasslands","Galium sylvaticum","Forest",0.0747,0.055
"Dry grasslands","Galium uliginosum","Forest",0.0306,0.841
"Dry grasslands","Galium valdepilosum","Forest",0.0912,0.159
"Dry grasslands","Galium verrucosum","Forest",0.0431,0.273
"Dry grasslands","Galium verum","Arable land",0.3791,0.043
"Dry grasslands","Galium x pomeranicum","Arable land",0.0592,0.285
"Dry grasslands","Genista germanica","Arable land",0.0676,0.226
"Dry grasslands","Genista pilosa","Grassland",0.1957,0.061
"Dry grasslands","Genista sagittalis","Permanent crop",0.0519,0.105
"Dry grasslands","Genista tinctoria","Forest",0.2131,0.055
"Dry grasslands","Gentiana cruciata","Arable land",0.068,0.347
"Dry grasslands","Gentiana pannonica","Arable land",0.0409,0.894
"Dry grasslands","Gentianella amarella","Grassland",0.0403,0.47
"Dry grasslands","Gentianella aspera","Arable land",0.0379,0.483
"Dry grasslands","Gentianella austriaca","Arable land",0.0839,0.136
"Dry grasslands","Gentianella ciliata","Arable land",0.0747,0.185
"Dry grasslands","Geranium columbinum","Forest",0.1056,0.072
"Dry grasslands","Geranium pratense","Arable land",0.0536,0.354
"Dry grasslands","Geranium pusillum","Settlement",0.2281,0.001
"Dry grasslands","Geranium pyrenaicum","Arable land",0.0278,1
"Dry grasslands","Geranium robertianum","Forest",0.0493,0.754
"Dry grasslands","Geranium sanguineum","Permanent crop",0.2653,0.024
"Dry grasslands","Geum urbanum","Permanent crop",0.077,0.45
"Dry grasslands","Gladiolus imbricatus","Grassland",0.0329,0.875
"Dry grasslands","Glechoma hederacea","Forest",0.0925,0.172
"Dry grasslands","Glechoma hirsuta","Grassland",0.0233,1
"Dry grasslands","Globularia bisnagarica","Permanent crop",0.1319,0.173
"Dry grasslands","Globularia cordifolia","Permanent crop",0.1722,0.009
"Dry grasslands","Glycyrrhiza glabra","Grassland",0.0707,0.31
"Dry grasslands","Gnaphalium sylvaticum","Forest",0.061,0.062
"Dry grasslands","Gratiola officinalis","Grassland",0.0233,1
"Dry grasslands","Gymnadenia conopsea","Settlement",0.1543,0.034
"Dry grasslands","Gypsophila fastigiata","Grassland",0.0316,0.876
"Dry grasslands","Gypsophila muralis","Grassland",0.0323,0.886
"Dry grasslands","Gypsophila paniculata","Permanent crop",0.0644,0.679
"Dry grasslands","Hackelia deflexa","Forest",0.0431,0.259
"Dry grasslands","Hacquetia epipactis","Grassland",0.0233,1
"Dry grasslands","Hedera helix aggr.","Settlement",0.1412,0.02
"Dry grasslands","Helianthemum canum","Arable land",0.1163,0.029
"Dry grasslands","Helianthemum nummularium","Forest",0.2756,0.045
"Dry grasslands","Helichrysum arenarium","Grassland",0.1135,0.382
"Dry grasslands","Helictochloa pratensis","Grassland",0.2761,0.059
"Dry grasslands","Helictotrichon desertorum","Arable land",0.0716,0.323
"Dry grasslands","Hepatica nobilis","Forest",0.0916,0.094
"Dry grasslands","Heracleum sphondylium","Permanent crop",0.1883,0.01
"Dry grasslands","Herniaria glabra","Arable land",0.055,0.875
"Dry grasslands","Hesperis tristis","Permanent crop",0.0886,0.234
"Dry grasslands","Hieracium bifidum","Grassland",0.0358,0.713
"Dry grasslands","Hieracium lachenalii","Settlement",0.1061,0.092
"Dry grasslands","Hieracium laevigatum","Arable land",0.0413,0.339
"Dry grasslands","Hieracium maculatum","Forest",0.0542,0.138
"Dry grasslands","Hieracium murorum","Forest",0.1094,0.057
"Dry grasslands","Hieracium racemosum","Permanent crop",0.0693,0.095
"Dry grasslands","Hieracium sabaudum","Arable land",0.0983,0.532
"Dry grasslands","Hieracium umbellatum","Permanent crop",0.3476,0.002
"Dry grasslands","Himantoglossum adriaticum","Permanent crop",0.1983,0.002
"Dry grasslands","Hippocrepis comosa","Forest",0.0431,0.294
"Dry grasslands","Hirschfeldia incana","Arable land",0.0379,0.464
"Dry grasslands","Holcus lanatus","Settlement",0.0841,0.407
"Dry grasslands","Holcus mollis","Forest",0.0805,0.231
"Dry grasslands","Holosteum umbellatum","Settlement",0.1585,0.088
"Dry grasslands","Humulus lupulus","Forest",0.0524,0.319
"Dry grasslands","Hylotelephium maximum","Forest",0.2092,0.038
"Dry grasslands","Hylotelephium telephium","Arable land",0.0686,0.143
"Dry grasslands","Hypericum elegans","Grassland",0.0969,0.157
"Dry grasslands","Hypericum hirsutum","Forest",0.0242,0.999
"Dry grasslands","Hypericum maculatum aggr.","Settlement",0.0832,0.269
"Dry grasslands","Hypericum montanum","Forest",0.0464,0.351
"Dry grasslands","Hypericum perforatum","Arable land",0.3153,0.103
"Dry grasslands","Hypochaeris maculata","Grassland",0.1274,0.162
"Dry grasslands","Hypochaeris radicata","Settlement",0.2012,0.018
"Dry grasslands","Impatiens glandulifera","Forest",0.0431,0.284
"Dry grasslands","Impatiens parviflora","Grassland",0.0352,0.661
"Dry grasslands","Inula britannica","Arable land",0.0307,0.83
"Dry grasslands","Inula conyzae","Arable land",0.0834,0.681
"Dry grasslands","Inula ensifolia","Permanent crop",0.3446,0.005
"Dry grasslands","Inula germanica","Forest",0.0434,0.706
"Dry grasslands","Inula hirta","Permanent crop",0.1665,0.07
"Dry grasslands","Inula oculus-christi","Forest",0.1604,0.093
"Dry grasslands","Inula salicina","Grassland",0.1426,0.421
"Dry grasslands","Ionopsidium abulense","Grassland",0.0702,0.266
"Dry grasslands","Iris aphylla","Forest",0.061,0.052
"Dry grasslands","Iris graminea","Grassland",0.0465,0.315
"Dry grasslands","Iris humilis","Arable land",0.0838,0.26
"Dry grasslands","Iris pumila","Permanent crop",0.1902,0.048
"Dry grasslands","Iris variegata","Forest",0.1561,0.053
"Dry grasslands","Isatis tinctoria","Grassland",0.0233,1
"Dry grasslands","Jacobaea erratica","Arable land",0.0309,0.97
"Dry grasslands","Jacobaea erucifolia","Forest",0.0506,0.288
"Dry grasslands","Jacobaea vulgaris","Arable land",0.1666,0.335
"Dry grasslands","Jasione montana","Settlement",0.1487,0.186
"Dry grasslands","Jovibarba globifera","Grassland",0.2156,0.04
"Dry grasslands","Juglans regia","Permanent crop",0.1132,0.066
"Dry grasslands","Juncus bufonius aggr.","Forest",0.0431,0.29
"Dry grasslands","Juncus conglomeratus","Grassland",0.0329,0.748
"Dry grasslands","Juncus effusus","Forest",0.0846,0.082
"Dry grasslands","Juncus filiformis","Forest",0.0431,0.232
"Dry grasslands","Juncus tenuis","Forest",0.0747,0.037
"Dry grasslands","Juniperus communis subsp. communis","Arable land",0.0661,0.679
"Dry grasslands","Jurinea mollis","Permanent crop",0.1964,0.048
"Dry grasslands","Kernera saxatilis","Grassland",0.0233,1
"Dry grasslands","Klasea lycopifolia","Grassland",0.0957,0.139
"Dry grasslands","Knautia arvensis","Permanent crop",0.2656,0.081
"Dry grasslands","Knautia drymeia","Permanent crop",0.1815,0.01
"Dry grasslands","Knautia kitaibelii","Arable land",0.2359,0.017
"Dry grasslands","Knautia maxima","Permanent crop",0.0555,0.114
"Dry grasslands","Koeleria glauca","Arable land",0.1119,0.024
"Dry grasslands","Koeleria macrantha","Settlement",0.2991,0.437
"Dry grasslands","Koeleria pyramidata","Arable land",0.2193,0.064
"Dry grasslands","Krascheninnikovia ceratoides","Arable land",0.0536,0.108
"Dry grasslands","Lactuca perennis","Forest",0.0421,0.266
"Dry grasslands","Lactuca saligna","Grassland",0.0233,1
"Dry grasslands","Lactuca serriola","Settlement",0.2686,0.001
"Dry grasslands","Lactuca viminea","Forest",0.121,0.037
"Dry grasslands","Lamium album","Permanent crop",0.0519,0.126
"Dry grasslands","Lamium amplexicaule","Forest",0.1059,0.135
"Dry grasslands","Lamium maculatum","Forest",0.0521,0.187
"Dry grasslands","Lamium purpureum","Settlement",0.2144,0.001
"Dry grasslands","Lappula squarrosa","Forest",0.0704,0.301
"Dry grasslands","Lapsana communis","Forest",0.0844,0.073
"Dry grasslands","Larix decidua","Arable land",0.0289,0.859
"Dry grasslands","Laser trilobum","Permanent crop",0.0519,0.111
"Dry grasslands","Laserpitium latifolium","Grassland",0.093,0.145
"Dry grasslands","Lathyrus hirsutus","Arable land",0.0364,0.444
"Dry grasslands","Lathyrus latifolius","Permanent crop",0.1514,0.099
"Dry grasslands","Lathyrus niger","Grassland",0.1314,0.081
"Dry grasslands","Lathyrus pannonicus","Arable land",0.0925,0.162
"Dry grasslands","Lathyrus pratensis","Permanent crop",0.1589,0.16
"Dry grasslands","Lathyrus sylvestris","Settlement",0.0878,0.173
"Dry grasslands","Lathyrus tuberosus","Permanent crop",0.2113,0.016
"Dry grasslands","Lathyrus vernus","Forest",0.0431,0.308
"Dry grasslands","Lembotropis nigricans","Forest",0.1709,0.064
"Dry grasslands","Leontodon hispidus","Arable land",0.2685,0.086
"Dry grasslands","Leontodon incanus aggr.","Forest",0.0429,0.421
"Dry grasslands","Leopoldia comosa","Arable land",0.1316,0.087
"Dry grasslands","Leopoldia tenuiflora","Forest",0.0458,0.489
"Dry grasslands","Lepidium campestre","Settlement",0.0684,0.55
"Dry grasslands","Lepidium draba","Permanent crop",0.0508,0.378
"Dry grasslands","Lepidium ruderale","Grassland",0.0233,1
"Dry grasslands","Leucanthemum adustum","Permanent crop",0.0714,0.062
"Dry grasslands","Leucanthemum vulgare aggr.","Permanent crop",0.2134,0.089
"Dry grasslands","Ligustrum vulgare","Forest",0.1524,0.139
"Dry grasslands","Lilium bulbiferum","Grassland",0.057,0.216
"Dry grasslands","Lilium martagon","Grassland",0.0615,0.756
"Dry grasslands","Linaria genistifolia","Grassland",0.1829,0.184
"Dry grasslands","Linaria vulgaris","Permanent crop",0.1444,0.054
"Dry grasslands","Linum austriacum","Grassland",0.0308,0.931
"Dry grasslands","Linum catharticum","Arable land",0.2844,0.017
"Dry grasslands","Linum flavum","Permanent crop",0.1617,0.041
"Dry grasslands","Linum hirsutum","Permanent crop",0.1356,0.036
"Dry grasslands","Linum perenne","Forest",0.0804,0.082
"Dry grasslands","Linum tenuifolium","Permanent crop",0.2145,0.034
"Dry grasslands","Lipandra polysperma","Arable land",0.0379,0.502
"Dry grasslands","Lithospermum officinale","Forest",0.0374,0.685
"Dry grasslands","Lolium perenne","Settlement",0.2354,0.001
"Dry grasslands","Lonicera caprifolium","Grassland",0.0233,1
"Dry grasslands","Lonicera xylosteum","Grassland",0.0233,1
"Dry grasslands","Lotus borbasii","Forest",0.1462,0.056
"Dry grasslands","Lotus corniculatus","Permanent crop",0.2927,0.131
"Dry grasslands","Lotus maritimus","Arable land",0.0892,0.24
"Dry grasslands","Lotus pedunculatus","Grassland",0.0233,1
"Dry grasslands","Lotus tenuis","Arable land",0.0379,0.468
"Dry grasslands","Lupinus polyphyllus","Grassland",0.0329,0.782
"Dry grasslands","Luzula campestris aggr.","Grassland",0.1677,0.443
"Dry grasslands","Luzula luzuloides","Forest",0.0963,0.136
"Dry grasslands","Luzula pilosa","Forest",0.0426,0.297
"Dry grasslands","Luzula sylvatica","Forest",0.0431,0.27
"Dry grasslands","Lycium barbarum","Grassland",0.0233,1
"Dry grasslands","Lycopsis arvensis","Forest",0.0862,0.071
"Dry grasslands","Lycopus europaeus","Arable land",0.0379,0.444
"Dry grasslands","Lysimachia nemorum","Grassland",0.0233,1
"Dry grasslands","Lysimachia nummularia","Forest",0.054,0.28
"Dry grasslands","Lysimachia vulgaris","Grassland",0.0329,0.72
"Dry grasslands","Lythrum salicaria","Grassland",0.0233,1
"Dry grasslands","Malus pumila","Permanent crop",0.0421,0.565
"Dry grasslands","Malus sylvestris","Grassland",0.0329,0.87
"Dry grasslands","Malva thuringiaca","Forest",0.0389,0.653
"Dry grasslands","Marrubium peregrinum","Settlement",0.1384,0.011
"Dry grasslands","Marrubium vulgare","Arable land",0.0306,0.971
"Dry grasslands","Medicago falcata","Settlement",0.3031,0.09
"Dry grasslands","Medicago lupulina","Settlement",0.2295,0.077
"Dry grasslands","Medicago minima","Forest",0.1241,0.614
"Dry grasslands","Medicago monspeliaca","Grassland",0.0364,0.806
"Dry grasslands","Medicago prostrata","Arable land",0.0718,0.456
"Dry grasslands","Medicago x varia","Permanent crop",0.1826,0.005
"Dry grasslands","Melampyrum arvense","Permanent crop",0.3102,0.002
"Dry grasslands","Melampyrum cristatum","Settlement",0.1364,0.066
"Dry grasslands","Melampyrum nemorosum aggr.","Forest",0.0948,0.393
"Dry grasslands","Melampyrum pratense","Forest",0.0757,0.253
"Dry grasslands","Melica ciliata aggr.","Settlement",0.1737,0.175
"Dry grasslands","Melica nutans","Forest",0.0564,0.325
"Dry grasslands","Melica picta","Forest",0.061,0.059
"Dry grasslands","Melica transsilvanica","Forest",0.2281,0.02
"Dry grasslands","Melica uniflora","Permanent crop",0.0521,0.359
"Dry grasslands","Melilotus albus","Arable land",0.0564,0.442
"Dry grasslands","Melilotus officinalis","Permanent crop",0.2472,0.003
"Dry grasslands","Melittis melissophyllum","Forest",0.0931,0.095
"Dry grasslands","Mentha arvensis","Forest",0.0401,0.505
"Dry grasslands","Mercurialis annua","Grassland",0.0233,1
"Dry grasslands","Mercurialis ovata","Permanent crop",0.0444,0.426
"Dry grasslands","Mercurialis perennis","Forest",0.0377,0.356
"Dry grasslands","Microrrhinum minus","Grassland",0.0442,0.65
"Dry grasslands","Minuartia glaucina","Grassland",0.0715,0.202
"Dry grasslands","Minuartia rubra","Arable land",0.1074,0.251
"Dry grasslands","Minuartia setacea","Settlement",0.2365,0.009
"Dry grasslands","Minuartia verna aggr.","Grassland",0.0426,0.596
"Dry grasslands","Minuartia viscosa","Forest",0.08,0.136
"Dry grasslands","Moehringia trinervia","Forest",0.0714,0.063
"Dry grasslands","Molinia caerulea aggr.","Grassland",0.1587,0.065
"Dry grasslands","Muscari botryoides","Forest",0.029,0.896
"Dry grasslands","Muscari neglectum","Forest",0.0941,0.129
"Dry grasslands","Myosotis arvensis","Forest",0.1274,0.173
"Dry grasslands","Myosotis ramosissima","Grassland",0.1122,0.38
"Dry grasslands","Myosotis sparsiflora","Arable land",0.0379,0.485
"Dry grasslands","Myosotis stricta","Settlement",0.1403,0.307
"Dry grasslands","Myosotis sylvatica","Forest",0.0937,0.117
"Dry grasslands","Nardus stricta","Forest",0.1073,0.213
"Dry grasslands","Neotinea tridentata","Arable land",0.0772,0.125
"Dry grasslands","Neotinea ustulata","Forest",0.0775,0.491
"Dry grasslands","Neottia ovata","Grassland",0.0597,0.417
"Dry grasslands","Nepeta nuda","Grassland",0.0329,0.774
"Dry grasslands","Neslia paniculata","Grassland",0.0329,0.736
"Dry grasslands","Nigella arvensis","Arable land",0.0798,0.135
"Dry grasslands","Noccaea caerulescens","Forest",0.061,0.066
"Dry grasslands","Noccaea perfoliata","Settlement",0.2021,0.045
"Dry grasslands","Nonea pulla","Arable land",0.1568,0.059
"Dry grasslands","Ochlopoa annua","Settlement",0.0732,0.194
"Dry grasslands","Odontites luteus","Permanent crop",0.2336,0.004
"Dry grasslands","Odontites vulgaris aggr.","Permanent crop",0.1043,0.072
"Dry grasslands","Oenothera biennis","Forest",0.0624,0.19
"Dry grasslands","Oenothera biennis aggr.","Forest",0.0431,0.289
"Dry grasslands","Onobrychis arenaria","Arable land",0.1645,0.185
"Dry grasslands","Onobrychis viciifolia","Permanent crop",0.3169,0.001
"Dry grasslands","Ononis pusilla","Forest",0.0431,0.263
"Dry grasslands","Ononis spinosa","Permanent crop",0.2098,0.078
"Dry grasslands","Onopordum acanthium","Permanent crop",0.0457,0.809
"Dry grasslands","Ophioglossum vulgatum","Arable land",0.0341,0.585
"Dry grasslands","Ophrys apifera","Grassland",0.0233,1
"Dry grasslands","Ophrys insectifera","Permanent crop",0.0519,0.123
"Dry grasslands","Ophrys sphegodes","Permanent crop",0.1038,0.056
"Dry grasslands","Orchis mascula","Grassland",0.0329,0.857
"Dry grasslands","Orchis militaris","Arable land",0.1138,0.218
"Dry grasslands","Orchis purpurea","Permanent crop",0.0405,0.326
"Dry grasslands","Origanum vulgare","Forest",0.2981,0.004
"Dry grasslands","Orlaya grandiflora","Forest",0.0952,0.115
"Dry grasslands","Ornithogalum pyramidale","Arable land",0.0434,0.294
"Dry grasslands","Ornithogalum umbellatum","Forest",0.0869,0.157
"Dry grasslands","Orobanche alba","Grassland",0.1197,0.121
"Dry grasslands","Orobanche alsatica","Arable land",0.054,0.255
"Dry grasslands","Orobanche artemisiae-campestris","Arable land",0.0379,0.485
"Dry grasslands","Orobanche caryophyllacea","Grassland",0.0233,1
"Dry grasslands","Orobanche elatior","Permanent crop",0.1034,0.084
"Dry grasslands","Orobanche gracilis","Permanent crop",0.0765,0.14
"Dry grasslands","Orobanche lutea","Permanent crop",0.058,0.718
"Dry grasslands","Orobanche minor","Forest",0.0317,0.787
"Dry grasslands","Orobanche reticulata","Forest",0.061,0.065
"Dry grasslands","Orobanche teucrii","Permanent crop",0.0382,0.562
"Dry grasslands","Oxalis acetosella","Grassland",0.0233,1
"Dry grasslands","Oxytropis pilosa","Permanent crop",0.15,0.095
"Dry grasslands","Papaver albiflorum","Forest",0.061,0.059
"Dry grasslands","Papaver dubium aggr.","Settlement",0.2184,0.001
"Dry grasslands","Papaver rhoeas","Arable land",0.0625,0.253
"Dry grasslands","Paragymnopteris marantae","Grassland",0.0389,0.542
"Dry grasslands","Pastinaca sativa","Permanent crop",0.1379,0.081
"Dry grasslands","Pedicularis sylvatica","Grassland",0.0465,0.304
"Dry grasslands","Persicaria lapathifolia","Settlement",0.1414,0.025
